date,ovx,brent,wti_yf,uso,usl,xle,xop,oih,usdcad,usdnok
2022-07-01,49.400001525878906,111.62999725341797,108.43000030517578,81.66999816894531,40.02000045776367,36.290000915527344,120.91999816894531,231.6300048828125,1.287369966506958,9.840239524841309
2022-07-04,,,,,,,,,1.288599967956543,9.966699600219727
2022-07-05,52.61000061035156,102.7699966430664,99.5,74.77999877929688,36.66999816894531,34.849998474121094,114.30999755859375,214.2899932861328,1.285730004310608,9.816929817199707
2022-07-06,54.66999816894531,100.69000244140625,98.52999877929688,73.66999816894531,36.18000030517578,34.255001068115234,112.37999725341797,210.11000061035156,1.3034800291061401,10.063340187072754
2022-07-07,52.869998931884766,104.6500015258789,102.7300033569336,76.55000305175781,37.439998626708984,35.4900016784668,118.7699966430664,221.58999633789062,1.3034000396728516,10.131400108337402
2022-07-08,52.099998474121094,107.0199966430664,104.79000091552734,78.54000091552734,38.5099983215332,35.474998474121094,118.43000030517578,222.67999267578125,1.2965999841690063,10.070329666137695
2022-07-11,53.099998474121094,107.0999984741211,104.08999633789062,78.2300033569336,38.4900016784668,35.1349983215332,117.01000213623047,217.4499969482422,1.294700026512146,10.038100242614746
2022-07-12,54.400001525878906,99.48999786376953,95.83999633789062,72.80999755859375,36.04999923706055,34.45000076293945,114.23999786376953,209.63999938964844,1.2994799613952637,10.195300102233887
2022-07-13,51.7599983215332,99.56999969482422,96.30000305175781,73.19000244140625,36.290000915527344,34.39500045776367,115.19000244140625,207.9499969482422,1.303130030632019,10.257909774780273
2022-07-14,53.029998779296875,99.0999984741211,95.77999877929688,72.8499984741211,35.97999954223633,33.744998931884766,113.19000244140625,201.0399932861328,1.300089955329895,10.228919982910156
2022-07-15,51.77000045776367,101.16000366210938,97.58999633789062,73.73999786376953,36.41999816894531,34.29499816894531,115.98999786376953,205.41000366210938,1.3107999563217163,10.225000381469727
2022-07-18,49.65999984741211,106.2699966430664,102.5999984741211,76.80999755859375,37.849998474121094,35.08000183105469,119.33999633789062,213.7899932861328,1.3009400367736816,10.168120384216309
2022-07-19,48.77000045776367,107.3499984741211,104.22000122070312,78.05000305175781,38.41999816894531,36.15999984741211,124.02999877929688,221.63999938964844,1.2981300354003906,10.079839706420898
2022-07-20,47.540000915527344,106.91999816894531,102.26000213623047,77.63999938964844,38.29999923706055,36.5099983215332,127.55999755859375,219.88999938964844,1.2870899438858032,9.901029586791992
2022-07-21,51.099998474121094,103.86000061035156,96.3499984741211,75.48999786376953,37.33000183105469,35.869998931884766,123.95999908447266,211.25,1.2883000373840332,9.969200134277344
2022-07-22,47.84000015258789,103.19999694824219,94.69999694824219,74.52999877929688,36.939998626708984,35.57500076293945,121.26000213623047,211.0500030517578,1.2877999544143677,9.9447603225708
2022-07-25,47.959999084472656,105.1500015258789,96.69999694824219,76.22000122070312,37.77000045776367,36.880001068115234,127.9000015258789,221.6699981689453,1.2924599647521973,9.90999984741211
2022-07-26,47.810001373291016,104.4000015258789,94.9800033569336,75.16000366210938,37.36000061035156,36.54499816894531,127.0,219.97000122070312,1.2850699424743652,9.832900047302246
2022-07-27,48.9900016784668,106.62000274658203,97.26000213623047,77.87000274658203,38.72999954223633,37.369998931884766,131.99000549316406,230.8000030517578,1.287369966506958,9.886679649353027
2022-07-28,47.16999816894531,107.13999938964844,96.41999816894531,77.12999725341797,38.400001525878906,37.58000183105469,132.60000610351562,230.67999267578125,1.2817100286483765,9.727250099182129
2022-07-29,46.189998626708984,110.01000213623047,98.62000274658203,78.05000305175781,38.75,39.209999084472656,137.02000427246094,241.72000122070312,1.2806999683380127,9.730389595031738
2022-08-01,49.970001220703125,100.02999877929688,93.88999938964844,75.12999725341797,37.540000915527344,38.400001525878906,134.07000732421875,235.19000244140625,1.281559944152832,9.685529708862305
2022-08-02,52.77000045776367,100.54000091552734,94.41999816894531,75.93000030517578,38.0099983215332,38.310001373291016,134.72000122070312,237.99000549316406,1.284309983253479,9.635430335998535
2022-08-03,50.119998931884766,96.77999877929688,90.66000366210938,73.52999877929688,36.970001220703125,37.209999084472656,131.3300018310547,231.88999938964844,1.288789987564087,9.780389785766602
2022-08-04,55.13999938964844,94.12000274658203,88.54000091552734,71.52999877929688,35.88999938964844,35.83000183105469,125.20999908447266,219.57000732421875,1.2853599786758423,9.716690063476562
2022-08-05,48.7599983215332,94.91999816894531,89.01000213623047,71.54000091552734,35.88999938964844,36.540000915527344,129.05999755859375,225.1999969482422,1.287019968032837,9.721309661865234
2022-08-08,46.400001525878906,96.6500015258789,90.76000213623047,73.54000091552734,36.95000076293945,36.72999954223633,129.5500030517578,226.25999450683594,1.294450044631958,9.831299781799316
2022-08-09,46.22999954223633,96.30999755859375,90.5,73.44999694824219,36.88999938964844,37.375,131.08999633789062,228.7100067138672,1.2856999635696411,9.718040466308594
2022-08-10,46.560001373291016,97.4000015258789,91.93000030517578,74.31999969482422,37.380001068115234,37.64500045776367,133.3000030517578,230.08999633789062,1.2885899543762207,9.722990036010742
2022-08-11,45.369998931884766,99.5999984741211,94.33999633789062,76.27999877929688,38.2400016784668,38.939998626708984,138.97000122070312,239.44000244140625,1.277400016784668,9.513899803161621
2022-08-12,44.0,98.1500015258789,92.08999633789062,74.9800033569336,37.68000030517578,39.23500061035156,140.25,242.82000732421875,1.2762900590896606,9.51990032196045
2022-08-15,46.630001068115234,95.0999984741211,89.41000366210938,72.87999725341797,36.75,38.470001220703125,136.6699981689453,233.0399932861328,1.2779500484466553,9.588170051574707
2022-08-16,50.25,92.33999633789062,86.52999877929688,71.23999786376953,36.040000915527344,38.380001068115234,136.64999389648438,229.6199951171875,1.2903599739074707,9.701000213623047
2022-08-17,51.54999923706055,93.6500015258789,88.11000061035156,72.05000305175781,36.36000061035156,38.70000076293945,138.60000610351562,230.38999938964844,1.284540057182312,9.663649559020996
2022-08-18,47.40999984741211,96.58999633789062,90.5,74.20999908447266,37.29999923706055,39.7400016784668,144.64999389648438,241.14999389648438,1.2917799949645996,9.708200454711914
2022-08-19,50.34000015258789,96.72000122070312,90.7699966430664,74.05999755859375,37.279998779296875,39.72999954223633,142.6300048828125,237.64999389648438,1.2947100400924683,9.72976016998291
2022-08-22,50.63999938964844,96.4800033569336,90.2300033569336,74.68000030517578,37.59000015258789,39.654998779296875,143.44000244140625,236.22999572753906,1.300029993057251,9.815799713134766
2022-08-23,47.349998474121094,100.22000122070312,93.73999786376953,76.83000183105469,38.4900016784668,41.084999084472656,146.63999938964844,248.1300048828125,1.3048100471496582,9.81935977935791
2022-08-24,48.33000183105469,101.22000122070312,94.88999938964844,78.04000091552734,38.970001220703125,41.59000015258789,149.52999877929688,253.5399932861328,1.295799970626831,9.700940132141113
2022-08-25,48.779998779296875,99.33999633789062,92.5199966430664,76.5,38.29999923706055,41.90999984741211,150.41000366210938,255.97000122070312,1.297029972076416,9.699999809265137
2022-08-26,47.08000183105469,100.98999786376953,93.05999755859375,75.8499984741211,37.88999938964844,41.41999816894531,149.00999450683594,249.83999633789062,1.2937599420547485,9.662449836730957
2022-08-29,47.72999954223633,105.08999633789062,97.01000213623047,78.69000244140625,39.11000061035156,42.04499816894531,150.8300018310547,254.10000610351562,1.306130051612854,9.791290283203125
2022-08-30,49.7400016784668,99.30999755859375,91.63999938964844,75.47000122070312,37.720001220703125,40.619998931884766,143.3000030517578,242.22000122070312,1.300130009651184,9.732999801635742
2022-08-31,52.11000061035156,96.48999786376953,89.55000305175781,73.11000061035156,36.650001525878906,40.25,144.75,239.6699981689453,1.3089499473571777,9.807609558105469
2022-09-01,53.900001525878906,92.36000061035156,86.61000061035156,70.94999694824219,35.599998474121094,39.2599983215332,139.1199951171875,230.75,1.3141200542449951,9.950130462646484
2022-09-02,53.900001525878906,93.0199966430664,86.87000274658203,71.43000030517578,35.83000183105469,39.97999954223633,142.39999389648438,240.89999389648438,1.3144999742507935,10.045129776000977
2022-09-05,,,,,,,,,1.31427001953125,10.060859680175781
